ID,Name,NamespaceID,SourceTypeID,TimeZoneID,Description,Signature,DisplayName
822,B600.ÅNGA_INFRA_SYD_E,1,8,1,,,B600.ÅNGA_INFRA_SYD_E
823,B600.ÅNGA_INFRA_NORR_V,1,8,1,,,B600.ÅNGA_INFRA_NORR_V
824,B600.ÅNGA_INFRA_NORR_E,1,8,1,,,B600.ÅNGA_INFRA_NORR_E
825,B600.ÅNGA_IGELSTA_V,1,8,1,,,B600.ÅNGA_IGELSTA_V
826,B600.ÅNGA_IGELSTA_E,1,8,1,,,B600.ÅNGA_IGELSTA_E
827,B600.KV_VÄSTRA_11064,1,8,1,,,B600.KV_VÄSTRA_11064
828,B600.KV_SÖDRA_10137,1,8,1,,,B600.KV_SÖDRA_10137
829,B611.FV1_INT_VERK_V,1,8,1,,,B611.FV1_INT_VERK_V
830,B612.KB1_PKYL,1,8,1,,,B612.KB1_PKYL
831,B612.FV1_INT_VERK_V,1,8,1,,,B612.FV1_INT_VERK_V
832,B614.V2_GF4,1,8,1,,,B614.V2_GF4
833,B612.Å1_VM71,1,8,1,,,B612.Å1_VM71
834,B616.KB1_PKYL,1,8,1,,,B616.KB1_PKYL
835,B616.FV1_INT_VERK_V,1,8,1,,,B616.FV1_INT_VERK_V
836,B621.FV1_INT_VERK_V,1,8,1,,,B621.FV1_INT_VERK_V
837,B625.FV1_INT_VERK_V,1,8,1,,,B625.FV1_INT_VERK_V
838,B634.KB1_PKYL,1,8,1,,,B634.KB1_PKYL
839,B634.FV1_INT_VERK_V,1,8,1,,,B634.FV1_INT_VERK_V
840,B643.FV1_INT_VERK_V,1,8,1,,,B643.FV1_INT_VERK_V
841,B650.FV1_INT_VERK_V,1,8,1,,,B650.FV1_INT_VERK_V
842,B653.V2_ENERGI,1,8,1,,,B653.V2_ENERGI
843,B653.V2_GF1,1,8,1,,,B653.V2_GF1
844,B653.KB2_WVÄRME,1,8,1,,,B653.KB2_WVÄRME
845,B656.KV1_VM21,1,8,1,,,B656.KV1_VM21
846,B674.KB1_PKYL,1,8,1,,,B674.KB1_PKYL
847,B674.FV1_INT_VERK_V,1,8,1,,,B674.FV1_INT_VERK_V
848,B821.KB2_VMM1,1,8,1,,,B821.KB2_VMM1
849,B821.FV1_INT_VERK_V,1,8,1,,,B821.FV1_INT_VERK_V
850,B821.Å1_VM71,1,8,1,,,B821.Å1_VM71
851,B833.KB1_GF4,1,8,1,,,B833.KB1_GF4
852,B833.FV1_INT_VERK_V,1,8,1,,,B833.FV1_INT_VERK_V
853,B841.FV1_INT_VERK_V,1,8,1,,,B841.FV1_INT_VERK_V
854,B841.Å1_VM71,1,8,1,,,B841.Å1_VM71
855,B921.FV1_INT_VERK_E,1,8,1,,,B921.FV1_INT_VERK_E
857,B203.FV1_MQ4_E,1,8,1,,,B203.FV1_MQ4_E
858,B203.FV1_MQ4_V,1,8,1,,,B203.FV1_MQ4_V
859,B216.FV1_VMM61_E,1,8,1,,,B216.FV1_VMM61_E
860,B216.FV1_VMM61_V,1,8,1,,,B216.FV1_VMM61_V
861,B304.V2_AW026,1,8,1,,,B304.V2_AW026
862,B304.VP2_AW045,1,8,1,,,B304.VP2_AW045
863,B304.Å1_AW021,1,8,1,,,B304.Å1_AW021
864,B308.FV1_VMM61_E,1,8,1,,,B308.FV1_VMM61_E
865,B308.FV1_VMM61_V,1,8,1,,,B308.FV1_VMM61_V
866,B310.VP1_VMM64_V,1,8,1,,,B310.VP1_VMM64_V
867,B310.VP1_VMM63_V,1,8,1,,,B310.VP1_VMM63_V
868,B310.VP1_VMM62_V,1,8,1,,,B310.VP1_VMM62_V
869,B310.VP1_VMM61_V,1,8,1,,,B310.VP1_VMM61_V
870,B330.FV1_INT_VERK_V,1,8,1,,,B330.FV1_INT_VERK_V
871,B318.FV1_VMM61_E,1,8,1,,,B318.FV1_VMM61_E
872,B318.FV1_VMM61_V,1,8,1,,,B318.FV1_VMM61_V
873,B330.FV1_INT_VERK_E,1,8,1,,,B330.FV1_INT_VERK_E
874,B330.Å6_GF4,1,8,1,,,B330.Å6_GF4
875,B334.VP1_VMM1_V,1,8,1,,,B334.VP1_VMM1_V
876,B334.VP1_VMM1_E,1,8,1,,,B334.VP1_VMM1_E
877,B339.FV1_VMM61_V,1,8,1,,,B339.FV1_VMM61_V
878,B339.FV1_VMM61_E,1,8,1,,,B339.FV1_VMM61_E
879,STUGGRUNDET.EL,1,8,1,,,STUGGRUNDET.EL
880,SCANIA.V2_TE,1,8,1,,,SCANIA.V2_TE
881,KRINGLAN.V2_GF4_1,1,8,1,,,KRINGLAN.V2_GF4_1
882,B654.VPU1_KK1_SC1,1,8,1,,,B654.VPU1_KK1_SC1
883,B654.VPU1_KK2_SC2,1,8,1,,,B654.VPU1_KK2_SC2
884,B654.VPU1_MQ41_E,1,8,1,,,B654.VPU1_MQ41_E
885,B654.VPU1_MQ41_F,1,8,1,,,B654.VPU1_MQ41_F
886,B654.VÅ9_MQ41_E,1,8,1,,,B654.VÅ9_MQ41_E
887,B654.VÅ9_MQ41_F,1,8,1,,,B654.VÅ9_MQ41_F
888,Global.Test2_värde,1,8,1,,,Global.Test2_värde
889,Global.Test3_värde,1,8,1,,,Global.Test3_värde
890,Global.Test1_värde,1,8,1,,,Global.Test1_värde
891,B313.VS1_VMM61,1,8,1,,,B313.VS1_VMM61
892,B202.VS2_VMM61,1,8,1,,,B202.VS2_VMM61
893,B310.FV1_VMM64,1,8,1,,,B310.FV1_VMM64
894,B310.FV1_VMM63,1,8,1,,,B310.FV1_VMM63
895,B310.FV1_VMM62,1,8,1,,,B310.FV1_VMM62
896,B310.FV1_VMM61,1,8,1,,,B310.FV1_VMM61
897,B650.V53_GP41,1,8,1,,,B650.V53_GP41
898,B650.V53_GP42,1,8,1,,,B650.V53_GP42
899,B650.V53_GP43,1,8,1,,,B650.V53_GP43
900,B650.V53_GP44,1,8,1,,,B650.V53_GP44
901,B921.PDP_GF41,1,8,1,,,B921.PDP_GF41
902,B921.PRPD_GF41,1,8,1,,,B921.PRPD_GF41
903,B621.Å1_VM70,1,8,1,,,B621.Å1_VM70
904,B642.Å1_VM71,1,8,1,,,B642.Å1_VM71
905,B642.Å1_VM72,1,8,1,,,B642.Å1_VM72
906,B390.MS01_GL41_MM,1,8,1,,,B390.MS01_GL41_MM
907,B390.MS01_GM4_DP,1,8,1,,,B390.MS01_GM4_DP
908,B390.MS01_GT41,1,8,1,,,B390.MS01_GT41
909,B390.MS01_GL41_MO,1,8,1,,,B390.MS01_GL41_MO
910,B390.MS01_GM41_DP,1,8,1,,,B390.MS01_GM41_DP
911,B390.MS01_GM41_AF,1,8,1,,,B390.MS01_GM41_AF
912,B390.MS01_GM41_RF,1,8,1,,,B390.MS01_GM41_RF
913,B390.MS01_GX42,1,8,1,,,B390.MS01_GX42
914,B390.MS01_GX41,1,8,1,,,B390.MS01_GX41
915,B390.MS01_GL41_R,1,8,1,,,B390.MS01_GL41_R
916,B390.MS01_GS41_H,1,8,1,,,B390.MS01_GS41_H
917,B390.MS01_GP41,1,8,1,,,B390.MS01_GP41
918,B390.MS01_GS41_R,1,8,1,,,B390.MS01_GS41_R
919,B600.MS01_GL41_MM,1,8,1,,,B600.MS01_GL41_MM
920,B600.MS01_GL41_MO,1,8,1,,,B600.MS01_GL41_MO
921,B600.MS01_GM41_AF,1,8,1,,,B600.MS01_GM41_AF
922,B600.MS01_GM41_DP,1,8,1,,,B600.MS01_GM41_DP
923,B600.MS01_GM41_RF,1,8,1,,,B600.MS01_GM41_RF
924,B600.MS01_GP41,1,8,1,,,B600.MS01_GP41
925,B600.MS01_GS41_H,1,8,1,,,B600.MS01_GS41_H
926,B600.MS01_GS41_R,1,8,1,,,B600.MS01_GS41_R
927,B600.MS01_GT41,1,8,1,,,B600.MS01_GT41
928,B600.MS01_GX41,1,8,1,,,B600.MS01_GX41
929,B600.MS01_GX42,1,8,1,,,B600.MS01_GX42
930,B622.VP2_VMM62,1,8,1,,,B622.VP2_VMM62
931,B611.VÅ9_INT_VERK,1,8,1,,,B611.VÅ9_INT_VERK
932,B622.VV1_VM22,1,8,1,,,B622.VV1_VM22
933,B654.VV1_VM21,1,8,1,,,B654.VV1_VM21
934,B661.VÅ9_MQ41,1,8,1,,,B661.VÅ9_MQ41
935,B661.VÅ9_MQ91,1,8,1,,,B661.VÅ9_MQ91
936,B653.VÅ9_Pvärme,1,8,1,,,B653.VÅ9_Pvärme
937,B653.V2_GT4_2,1,8,1,,,B653.V2_GT4_2
938,B653.VÅ9_Wvärme,1,8,1,,,B653.VÅ9_Wvärme
939,B653.V2_GT4_1,1,8,1,,,B653.V2_GT4_1
940,B654.KB2_Pkyl_power,1,8,1,,,B654.KB2_Pkyl_power
941,B674.VÅ9_INT_VERK_VV1_V,1,8,1,,,B674.VÅ9_INT_VERK_VV1_V
942,B674.VÅ9_INT_VERK_VV1_Q,1,8,1,,,B674.VÅ9_INT_VERK_VV1_Q
943,B674.VÅ9_INT_VERK_VV1,1,8,1,,,B674.VÅ9_INT_VERK_VV1
944,B821.VÅ9_MQ41_Flow,1,8,1,,,B821.VÅ9_MQ41_Flow
945,B821.VÅ9_MQ41_Energy,1,8,1,,,B821.VÅ9_MQ41_Energy
946,B821.VÅ9_MQ42_Flow,1,8,1,,,B821.VÅ9_MQ42_Flow
947,B821.VÅ9_MQ42_Energy,1,8,1,,,B821.VÅ9_MQ42_Energy
948,B653.KV1_VM21_3,1,8,1,,,B653.KV1_VM21_3
949,B661.KB1_VM51,1,8,1,,,B661.KB1_VM51
950,B305.KB1_VM52_E,1,8,1,,,B305.KB1_VM52_E
951,B307.VV1_VM21_E,1,8,1,,,B307.VV1_VM21_E
952,B307.KV1_VM21_V,1,8,1,,,B307.KV1_VM21_V
953,B308.V2_VM21-V,1,8,1,,,B308.V2_VM21-V
954,B307.KB1_VM52_E,1,8,1,,,B307.KB1_VM52_E
955,B313.VV1_VM21_E,1,8,1,,,B313.VV1_VM21_E
956,B313.KV1_VM21_V,1,8,1,,,B313.KV1_VM21_V
957,B313.KB1_VM51_E,1,8,1,,,B313.KB1_VM51_E
958,B392.V2_VM21_V,1,8,1,,,B392.V2_VM21_V
959,B392.KB1_VM51_E,1,8,1,,,B392.KB1_VM51_E
960,B834.KB2_INT_VERK,1,8,1,,,B834.KB2_INT_VERK
961,B616.VV1_VM21,1,8,1,,,B616.VV1_VM21
962,B616.VV2_VM21,1,8,1,,,B616.VV2_VM21
963,B821.VV1_VM21,1,8,1,,,B821.VV1_VM21
964,B612.KV1_VM23_V,1,8,1,,,B612.KV1_VM23_V
965,B613.KV1_VM21_V,1,8,1,,,B613.KV1_VM21_V
966,B615.KV1_VM21_V,1,8,1,,,B615.KV1_VM21_V
967,B622.KV1_VM21_V,1,8,1,,,B622.KV1_VM21_V
968,B613.KV1_VM22_V,1,8,1,,,B613.KV1_VM22_V
969,B625.KV1_VM22_V,1,8,1,,,B625.KV1_VM22_V
970,B623.KV1_VM21_V,1,8,1,,,B623.KV1_VM21_V
971,B625.V2_VM21_V,1,8,1,,,B625.V2_VM21_V
972,B638.VP1_VM61_E,1,8,1,,,B638.VP1_VM61_E
973,B631.KV1_VM21_V,1,8,1,,,B631.KV1_VM21_V
974,B833.KV1_VM24_V,1,8,1,,,B833.KV1_VM24_V
975,B658.KB2_VM51,1,8,1,,,B658.KB2_VM51
976,B613.VP1_VMM61,1,8,1,,,B613.VP1_VMM61
977,B622.KV1_VM22_V,1,8,1,,,B622.KV1_VM22_V
978,B331.KB1_VM51_E,1,8,1,,,B331.KB1_VM51_E
979,B611.V2_VM21,1,8,1,,,B611.V2_VM21
980,B654.KV1_VM21_V,1,8,1,,,B654.KV1_VM21_V
981,B833.VV1_VM21,1,8,1,,,B833.VV1_VM21
982,B654.KV1_VM22_V,1,8,1,,,B654.KV1_VM22_V
983,B674.KB1_PKYL_MWh,1,8,1,,,B674.KB1_PKYL_MWh
984,B614.VP1_VM1,1,8,1,,,B614.VP1_VM1
985,B318.KB3_INTVERK2_E,1,8,1,,,B318.KB3_INTVERK2_E
986,B318.KB3_INTVERK1_E,1,8,1,,,B318.KB3_INTVERK1_E
987,B612.KV1_VM22,1,8,1,,,B612.KV1_VM22
988,B612.VV1_VM21,1,8,1,,,B612.VV1_VM21
989,B631.KB1_VMM51_E,1,8,1,,,B631.KB1_VMM51_E
990,B631.VP1_VMM62,1,8,1,,,B631.VP1_VMM62
991,B833.FV1_VM61,1,8,1,,,B833.FV1_VM61
992,B613.VP1_INT_VERK,1,6,1,,,B613.VP1_INT_VERK
993,B614.FV1_INT_VERK,1,6,1,,,B614.FV1_INT_VERK
994,B612.KV1_VM24_V,1,8,1,,,B612.KV1_VM24_V
995,B622.KV1_VM23_V,1,8,1,,,B622.KV1_VM23_V
996,B921.FV1_VMM81,1,8,1,,,B921.FV1_VMM81
997,B921.KV1_VM22,1,8,1,,,B921.KV1_VM22
998,B834.KV1_VM21,1,8,1,,,B834.KV1_VM21
999,B921.KV1_VM23_V,1,8,1,,,B921.KV1_VM23_V
1000,B921.KV1_VM21_V,1,8,1,,,B921.KV1_VM21_V
1001,B308.Å1_VMM71_E,1,8,1,,,B308.Å1_VMM71_E
1002,B307.Å1_VMM71_E,1,8,1,,,B307.Å1_VMM71_E
1003,B334.Å1_VMM71_E,1,8,1,,,B334.Å1_VMM71_E
1004,B334.KV1_VM23_V,1,8,1,,,B334.KV1_VM23_V
1005,B334.KV1_VM22_V,1,8,1,,,B334.KV1_VM22_V
1006,B331.KB1_VMM51_E,1,8,1,,,B331.KB1_VMM51_E
1007,B331.Å1_VMM72_E,1,8,1,,,B331.Å1_VMM72_E
1008,B331.Å1_VMM71_E,1,8,1,,,B331.Å1_VMM71_E
1009,B331.KV1_VM21_V,1,8,1,,,B331.KV1_VM21_V
1010,B921.FV1_VMM81_E,1,8,1,,,B921.FV1_VMM81_E
1011,B921.Å1_VMM71_E,1,8,1,,,B921.Å1_VMM71_E
1012,B330.Å1_VM71,1,8,1,,,B330.Å1_VM71
1013,B612.Å1_VMM72_E,1,8,1,,,B612.Å1_VMM72_E
1014,B821.KB2_VMM51,1,8,1,,,B821.KB2_VMM51
1015,B209.KV1_VM21_V,1,8,1,,,B209.KV1_VM21_V
1016,B327.KV1_VM21_V,1,8,1,,,B327.KV1_VM21_V
1017,B612.VV1_VM22_V,1,8,1,,,B612.VV1_VM22_V
1018,B325.K1_VMM71_E,1,8,1,,,B325.K1_VMM71_E
1019,B325.KV1_VM23_V,1,8,1,,,B325.KV1_VM23_V
1020,B339.Å1_VMM70_E,1,8,1,,,B339.Å1_VMM70_E
1021,B339.Å2_VMM70_E,1,8,1,,,B339.Å2_VMM70_E
1022,B303.KV1_VM21_V,1,8,1,,,B303.KV1_VM21_V
1023,B304.KV1_VM22_V,1,8,1,,,B304.KV1_VM22_V
1024,B304.KV1_VM23_V,1,8,1,,,B304.KV1_VM23_V
1025,B304.KV1_VM21_V,1,8,1,,,B304.KV1_VM21_V
1026,B308.KV1_VM21_V,1,8,1,,,B308.KV1_VM21_V
1027,B308.KV1_VM23_V,1,8,1,,,B308.KV1_VM23_V
1028,B310.KV1_VM22_V,1,8,1,,,B310.KV1_VM22_V
1029,B310.KV1_VM21_V,1,8,1,,,B310.KV1_VM21_V
1030,B310.Å1_VMM70_E,1,8,1,,,B310.Å1_VMM70_E
1031,B311.Å1_VMM70,1,8,1,,,B311.Å1_VMM70
1032,B312.KV1_VM21_V,1,8,1,,,B312.KV1_VM21_V
1033,B313.KV1_VM22_V,1,8,1,,,B313.KV1_VM22_V
1034,B313.KV1_VM23_V,1,8,1,,,B313.KV1_VM23_V
1035,B318.KV1_VM21_V,1,8,1,,,B318.KV1_VM21_V
1036,B317.KV1_VM24_V,1,8,1,,,B317.KV1_VM24_V
1037,B317.KV1_VM22_V,1,8,1,,,B317.KV1_VM22_V
1038,B315.KV1_VM21_V,1,8,1,,,B315.KV1_VM21_V
1039,B314.KV1_VM21_V,1,8,1,,,B314.KV1_VM21_V
1040,B331.KV1_VM22_V,1,8,1,,,B331.KV1_VM22_V
1041,B337.KV1_VM22_V,1,8,1,,,B337.KV1_VM22_V
1042,B339.KV1_VM23_V,1,8,1,,,B339.KV1_VM23_V
1043,B342.KV1_VM21_V,1,8,1,,,B342.KV1_VM21_V
1044,B344.KV1_VM21-V,1,8,1,,,B344.KV1_VM21-V
1045,B385.KV1_VM21_V,1,8,1,,,B385.KV1_VM21_V
1046,B337.KV1_VM21_V,1,8,1,,,B337.KV1_VM21_V
1047,B381.KV1_VM21_V,1,8,1,,,B381.KV1_VM21_V
1048,B390.Å1_VMM70_E,1,8,1,,,B390.Å1_VMM70_E
1049,B613.KV1_VM23_V,1,8,1,,,B613.KV1_VM23_V
1050,B654.KB1_KylEffekt_Ack,1,8,1,,,B654.KB1_KylEffekt_Ack
1051,B654.KB2_Pkyl_Ack,1,8,1,,,B654.KB2_Pkyl_Ack
1052,B653.KB2_WVÄRME_ACK,1,8,1,,,B653.KB2_WVÄRME_ACK
1053,B674.KB1_PKYL2_Ack,1,8,1,,,B674.KB1_PKYL2_Ack
1054,B661.KB1_Pkyl_Ack,1,8,1,,,B661.KB1_Pkyl_Ack
1055,B310.KV1_VM23_V,1,8,1,,,B310.KV1_VM23_V
1056,B310.KV1_VM25_V,1,8,1,,,B310.KV1_VM25_V
1057,B310.KV1_VM26_V,1,8,1,,,B310.KV1_VM26_V
1058,B310.KV1_VM27_V,1,8,1,,,B310.KV1_VM27_V
1059,B310.KV1_VM28_V,1,8,1,,,B310.KV1_VM28_V
1060,B310.KV1_VM29_V,1,8,1,,,B310.KV1_VM29_V
1061,B310.KV1_VM30_V,1,8,1,,,B310.KV1_VM30_V
1062,B311.KV1_VM22_V,1,8,1,,,B311.KV1_VM22_V
1063,B311.KV1_VM23_V,1,8,1,,,B311.KV1_VM23_V
1064,B311.KV1_VM24_V,1,8,1,,,B311.KV1_VM24_V
1065,B311.KV1_VM25_V,1,8,1,,,B311.KV1_VM25_V
1066,B317.KV1_VM21_V,1,8,1,,,B317.KV1_VM21_V
1067,B317.KV1_VM23_V,1,8,1,,,B317.KV1_VM23_V
1068,B311.KV1_VM26_V,1,8,1,,,B311.KV1_VM26_V
1069,B674.VP1_VMM61_E,1,8,1,,,B674.VP1_VMM61_E
1070,B674.VP2_VMM61_E,1,8,1,,,B674.VP2_VMM61_E
1071,B612.VP1_VMM61_E,1,8,1,,,B612.VP1_VMM61_E
1072,B621.VÅ9_VMM61_E,1,8,1,,,B621.VÅ9_VMM61_E
1073,B658.VP1_VMM61_E,1,8,1,,,B658.VP1_VMM61_E
1074,B305.KV1_VM23_V,1,8,1,,,B305.KV1_VM23_V
1075,B833.VP1_VMM62_E,1,8,1,,,B833.VP1_VMM62_E
1076,B833.VP1_VMM61_E,1,8,1,,,B833.VP1_VMM61_E
1077,B611.VP1_VMM61_E,1,8,1,,,B611.VP1_VMM61_E
1078,B611.VP2_VMM61_E,1,8,1,,,B611.VP2_VMM61_E
1079,B612.VP1_VMM62_E,1,8,1,,,B612.VP1_VMM62_E
1080,B612.VP1_VMM63_E,1,8,1,,,B612.VP1_VMM63_E
1081,B612.VÅ9_VMM61_E,1,8,1,,,B612.VÅ9_VMM61_E
1082,B612.Å1_VMM71_E,1,8,1,,,B612.Å1_VMM71_E
1083,B612.VP2_VMM61_E,1,8,1,,,B612.VP2_VMM61_E
1084,B637.VP1_VMM61_E,1,8,1,,,B637.VP1_VMM61_E
1085,B641.VP1_VMM61_E,1,8,1,,,B641.VP1_VMM61_E
1086,B650.VP1_VMM61_E,1,8,1,,,B650.VP1_VMM61_E
1087,B650.VP3_VMM61_E,1,8,1,,,B650.VP3_VMM61_E
1088,B821.VS1_VMM61_E,1,8,1,,,B821.VS1_VMM61_E
1089,B616.VÅ9_INT_VERK4_Q,1,8,1,,,B616.VÅ9_INT_VERK4_Q
1090,B616.VÅ9_INT_VERK4_T1,1,8,1,,,B616.VÅ9_INT_VERK4_T1
1091,B616.VÅ9_INT_VERK4_T2,1,8,1,,,B616.VÅ9_INT_VERK4_T2
1092,B651.KV1_VM21,1,8,1,,,B651.KV1_VM21
1093,B841.VP1_VMM61_E,1,8,1,,,B841.VP1_VMM61_E
1094,B621.VÅ9_INT_VERK3_Q,1,8,1,,,B621.VÅ9_INT_VERK3_Q
1095,B621.VÅ9_INT_VERK3_T1,1,8,1,,,B621.VÅ9_INT_VERK3_T1
1096,B833.VÅ9_INT_VERK3_Q,1,8,1,,,B833.VÅ9_INT_VERK3_Q
1097,B833.VÅ9_INT_VERK3_T1,1,8,1,,,B833.VÅ9_INT_VERK3_T1
1098,B833.VÅ9_INT_VERK3_T2,1,8,1,,,B833.VÅ9_INT_VERK3_T2
1099,B611.VÅ9_INT_VERK4_Q,1,8,1,,,B611.VÅ9_INT_VERK4_Q
1100,B611.VÅ9_INT_VERK4_T1,1,8,1,,,B611.VÅ9_INT_VERK4_T1
1101,B611.VÅ9_INT_VERK4_T2,1,8,1,,,B611.VÅ9_INT_VERK4_T2
1102,B611.VÅ9_INT_VERK5_Q,1,8,1,,,B611.VÅ9_INT_VERK5_Q
1103,B611.VÅ9_INT_VERK5_T1,1,8,1,,,B611.VÅ9_INT_VERK5_T1
1104,B611.VÅ9_INT_VERK5_T2,1,8,1,,,B611.VÅ9_INT_VERK5_T2
1105,B612.VÅ9_INT_VERK3_Q,1,8,1,,,B612.VÅ9_INT_VERK3_Q
1106,B612.VÅ9_INT_VERK3_T1,1,8,1,,,B612.VÅ9_INT_VERK3_T1
1107,B612.VÅ9_INT_VERK3_T2,1,8,1,,,B612.VÅ9_INT_VERK3_T2
1108,B653.V2_GF1_ACK,1,8,1,,,B653.V2_GF1_ACK
1109,B612.VÅ9_MQ44,1,8,1,,,B612.VÅ9_MQ44
1110,B612.VÅ9_MQ45,1,8,1,,,B612.VÅ9_MQ45
1111,B921.VP1_VMM61,1,8,1,,,B921.VP1_VMM61
1112,B611.T1-5-4,1,7,1,,23293110,B611.T1-5-4
1113,B611.VÅ9_VMM41_E,1,8,1,,,B611.VÅ9_VMM41_E
1114,B614.VP1_VMM61_E,1,8,1,,,B614.VP1_VMM61_E
1115,B614.VÅ9_VMM42_E,1,8,1,,,B614.VÅ9_VMM42_E
1116,B614.VÅ9_VMM41_E,1,8,1,,,B614.VÅ9_VMM41_E
1117,B661.VS1_VMM61_E,1,8,1,,,B661.VS1_VMM61_E
1118,B611.VÅ9_VMM43_E,1,8,1,,,B611.VÅ9_VMM43_E
1119,B616.VS1_VMM61_E,1,8,1,,,B616.VS1_VMM61_E
1120,B616.VS2_VMM61_E,1,8,1,,,B616.VS2_VMM61_E
1121,B616.VÅ9_VMM43_E,1,8,1,,,B616.VÅ9_VMM43_E
1122,B616.VÅ9_VMM41_E,1,8,1,,,B616.VÅ9_VMM41_E
1123,B642.VS1_VMM61_E,1,8,1,,,B642.VS1_VMM61_E
1124,B841.Å1_VMM71,1,8,1,,,B841.Å1_VMM71
1125,B643.VÅ9_VMM41_E,1,8,1,,,B643.VÅ9_VMM41_E
1126,B643.VÅ9_VMM42_E,1,8,1,,,B643.VÅ9_VMM42_E
1127,B643.VP2_VMM61_E,1,8,1,,,B643.VP2_VMM61_E
1128,B643.VP1_VMM61_E,1,8,1,,,B643.VP1_VMM61_E
1129,B625.VÅ9_VMM41_E,1,8,1,,,B625.VÅ9_VMM41_E
1130,B625.VS1_VMM61_E,1,8,1,,,B625.VS1_VMM61_E
1131,B654.VP2_VMM61_E,1,8,1,,,B654.VP2_VMM61_E
1132,B834.VP1_VMM61_E,1,8,1,,,B834.VP1_VMM61_E
1133,B634.VP1_VMM61_E,1,8,1,,,B634.VP1_VMM61_E
1134,B634.VÅ9_VMM41_E,1,8,1,,,B634.VÅ9_VMM41_E
1135,B655.VP1_VMM61_E,1,8,1,,,B655.VP1_VMM61_E
1136,B833.VÅ9_VMM41_E,1,8,1,,,B833.VÅ9_VMM41_E
1137,B622.VP2_VMM61,1,8,1,,,B622.VP2_VMM61
1138,B616.VP1_VMM62_E,1,8,1,,,B616.VP1_VMM62_E
1139,B631.VP1_VMM63,1,8,1,,,B631.VP1_VMM63
1140,B621.VP1_VMM61_E,1,8,1,,,B621.VP1_VMM61_E
1141,B641.VP2_VMM61_E,1,8,1,,,B641.VP2_VMM61_E
1142,B921.KYLA_EM41_TotalEnergi,1,8,1,,,B921.KYLA_EM41_TotalEnergi
1143,B921.KYLA_MQ41_TotalVärmeenergi,1,8,1,,,B921.KYLA_MQ41_TotalVärmeenergi
1144,B921.KYLA_MQ42_TotalKylenergi,1,8,1,,,B921.KYLA_MQ42_TotalKylenergi
1145,B921.KYLA_EM41_TotalElEnergi,1,8,1,,,B921.KYLA_EM41_TotalElEnergi
1146,B301.KV1_VM21_V,1,8,1,,,B301.KV1_VM21_V
1147,B302.KV1_VM23_V,1,8,1,,,B302.KV1_VM23_V
1148,B302.KV1_VM22_V,1,8,1,,,B302.KV1_VM22_V
1149,B305.KV1_VM21_V,1,8,1,,,B305.KV1_VM21_V
1150,B305.KV1_VM22_V,1,8,1,,,B305.KV1_VM22_V
1151,B301.VP2_VMM62_E,1,8,1,,,B301.VP2_VMM62_E
1152,B301.VP2_VMM61_E,1,8,1,,,B301.VP2_VMM61_E
1153,B302.VP2_VMM61_E,1,8,1,,,B302.VP2_VMM61_E
1154,B302.VP2_VMM62_E,1,8,1,,,B302.VP2_VMM62_E
1155,B821.Å1_VMM71_E,1,8,1,,,B821.Å1_VMM71_E
1156,B310.VP1_VMM61_E,1,8,1,,,B310.VP1_VMM61_E
1157,B310.VP2_VMM61_E,1,8,1,,,B310.VP2_VMM61_E
1158,B310.VP1_VMM62_E,1,8,1,,,B310.VP1_VMM62_E
1159,B311.VP1_VMM61_E,1,8,1,,,B311.VP1_VMM61_E
1160,B310.VS2_VMM61_E,1,8,1,,,B310.VS2_VMM61_E
1161,B311.VP1_VMM64_E,1,8,1,,,B311.VP1_VMM64_E
1162,B311.VS2_VMM61_E,1,8,1,,,B311.VS2_VMM61_E
1163,B311.VP2_VMM61_E,1,8,1,,,B311.VP2_VMM61_E
1164,B313.VP1_VMM62_E,1,8,1,,,B313.VP1_VMM62_E
1165,B311.VP1_VMM62_E,1,8,1,,,B311.VP1_VMM62_E
1166,B201.KV1_VM21_V,1,8,1,,,B201.KV1_VM21_V
1167,B201.VP1_VMM61_E,1,8,1,,,B201.VP1_VMM61_E
1168,B921.VÅ9_MQ41,1,8,1,,,B921.VÅ9_MQ41
1169,B202.KV1_VM22_V,1,8,1,,,B202.KV1_VM22_V
1170,B202.KV1_VM21_V,1,8,1,,,B202.KV1_VM21_V
1171,B203.KV1_VM21_V,1,8,1,,,B203.KV1_VM21_V
1172,B203.KV1_VM22_V,1,8,1,,,B203.KV1_VM22_V
1173,B203.VP1_VMM61_E,1,8,1,,,B203.VP1_VMM61_E
1174,B204.KV1_VM21_V,1,8,1,,,B204.KV1_VM21_V
1175,B216.KV1_VM23_V,1,8,1,,,B216.KV1_VM23_V
1176,B217.KV1_VM23_V,1,8,1,,,B217.KV1_VM23_V
1177,B217.VS1_VMM61_E,1,8,1,,,B217.VS1_VMM61_E
1178,B301.Å1_VMM71_E,1,8,1,,,B301.Å1_VMM71_E
1179,B302.KV1_VM21_V,1,8,1,,,B302.KV1_VM21_V
1180,B303.VP2_VMM61_E,1,8,1,,,B303.VP2_VMM61_E
1181,B302.Å1_VMM71_E,1,8,1,,,B302.Å1_VMM71_E
1182,B302.Å1_VMM72_E,1,8,1,,,B302.Å1_VMM72_E
1183,B302.Å1_VMM73_E,1,8,1,,,B302.Å1_VMM73_E
1184,B303.Å1_VMM70_E,1,8,1,,,B303.Å1_VMM70_E
